,loading,Input,Match type,Approved symbol,Approved name,HGNC ID,Location
MAP3K5,-0.005842511,MAP3K5,Approved symbol,MAP3K5,mitogen-activated protein kinase kinase kinase 5,HGNC:6857,12q14.1
RP11-359E19.2,-0.00584033,RP11-359E19.2,Alias symbol,LINC02866,long intergenic non-protein coding RNA 2866,HGNC:54518,8p11.21
C12orf61,-0.00582091,C12orf61,Previous symbol,LINC01465,long intergenic non-protein coding RNA 1465,HGNC:26364,
RP11-320N7.1,-0.005818269,RP11-320N7.1,Unmatched,RP11-320N7.1,,,2p25.3
TSSC1,-0.005804668,TSSC1,Previous symbol,EIPR1,EARP complex and GARP complex interacting protein 1,HGNC:12383,
CTD-3195I5.5,0.005797541,CTD-3195I5.5,Unmatched,CTD-3195I5.5,,,16p13.3
ZG16B,-0.005793605,ZG16B,Approved symbol,ZG16B,zymogen granule protein 16B,HGNC:30456,
RP11-532F6.5,0.00578357,RP11-532F6.5,Unmatched,RP11-532F6.5,,,21q22.11
SOD1,-0.005780144,SOD1,Approved symbol,SOD1,superoxide dismutase 1,HGNC:11179,6p21.31
MLN,-0.00577112,MLN,Approved symbol,MLN,motilin,HGNC:7141,19p13.3
DPP9,-0.005769438,DPP9,Approved symbol,DPP9,dipeptidyl peptidase 9,HGNC:18648,17q23.3
USP32,-0.005758867,USP32,Approved symbol,USP32,ubiquitin specific peptidase 32,HGNC:19143,
AL161915.1,0.005732699,AL161915.1,Unmatched,AL161915.1,,,7q11.23
GTF2IRD1,-0.005729916,GTF2IRD1,Approved symbol,GTF2IRD1,GTF2I repeat domain containing 1,HGNC:4661,1p36.11
SLC30A2,0.005724306,SLC30A2,Approved symbol,SLC30A2,solute carrier family 30 member 2,HGNC:11013,19q13.31
ZNF404,0.005712572,ZNF404,Approved symbol,ZNF404,zinc finger protein 404,HGNC:19417,9q34.2
DBH,0.0057066,DBH,Approved symbol,DBH,dopamine beta-hydroxylase,HGNC:2689,
RP5-857K21.11,0.00570571,RP5-857K21.11,Unmatched,RP5-857K21.11,,,11p11.2
KBTBD4,-0.0056901,KBTBD4,Approved symbol,KBTBD4,kelch repeat and BTB domain containing 4,HGNC:23761,
RP13-580F15.2,-0.005675835,RP13-580F15.2,Unmatched,RP13-580F15.2,,,7q22.1
CRYZP1,0.005675328,CRYZP1,Approved symbol,CRYZP1,crystallin zeta pseudogene 1,HGNC:2421,1q21.3
S100A16,-0.0056402,S100A16,Approved symbol,S100A16,S100 calcium binding protein A16,HGNC:20441,10q23.31
HTR7,0.005639013,HTR7,Approved symbol,HTR7,5-hydroxytryptamine receptor 7,HGNC:5302,2q24.2
ITGB6,-0.005631892,ITGB6,Approved symbol,ITGB6,integrin subunit beta 6,HGNC:6161,12q24.31
CDK2AP1,-0.00560742,CDK2AP1,Approved symbol,CDK2AP1,cyclin dependent kinase 2 associated protein 1,HGNC:14002,
RP11-286E11.2,0.005604183,RP11-286E11.2,Unmatched,RP11-286E11.2,,,22q13.1
GTPBP1,-0.005596404,GTPBP1,Approved symbol,GTPBP1,GTP binding protein 1,HGNC:4669,18q21.2
RAB27B,-0.005589676,RAB27B,Approved symbol,RAB27B,"RAB27B, member RAS oncogene family",HGNC:9767,
CTD-2196E14.3,0.005576777,CTD-2196E14.3,Unmatched,CTD-2196E14.3,,,19p13.3
AP3D1,-0.005574929,AP3D1,Approved symbol,AP3D1,adaptor related protein complex 3 subunit delta 1,HGNC:568,22q12.2
PATZ1,0.005570198,PATZ1,Approved symbol,PATZ1,POZ/BTB and AT hook containing zinc finger 1,HGNC:13071,12q21.1
TSPAN8,-0.005566218,TSPAN8,Approved symbol,TSPAN8,tetraspanin 8,HGNC:11855,1p34.2
CAP1,-0.005563226,CAP1,Approved symbol,CAP1,cyclase associated actin cytoskeleton regulatory protein 1,HGNC:20040,12p12.3
ERP27,-0.005554071,ERP27,Approved symbol,ERP27,endoplasmic reticulum protein 27,HGNC:26495,19p13.12
PODNL1,-0.005537908,PODNL1,Approved symbol,PODNL1,podocan like 1,HGNC:26275,19q13.11
ZNF599,0.005522401,ZNF599,Approved symbol,ZNF599,zinc finger protein 599,HGNC:26408,8q21.2
CA3,0.005511091,CA3,Approved symbol,CA3,carbonic anhydrase 3,HGNC:1374,7q32.2
CPA2,0.005494217,CPA2,Approved symbol,CPA2,carboxypeptidase A2,HGNC:2297,17q12
RPL23,0.005490734,RPL23,Approved symbol,RPL23,ribosomal protein L23,HGNC:10316,
RP11-46D6.1,-0.005484371,RP11-46D6.1,Unmatched,RP11-46D6.1,,,
CTC-251D13.1,0.005481501,CTC-251D13.1,Unmatched,CTC-251D13.1,,,19q13.33
LIN7B,0.005437118,LIN7B,Approved symbol,LIN7B,"lin-7 homolog B, crumbs cell polarity complex component",HGNC:17788,16p13.11
NPIPP1,0.005433193,NPIPP1,Approved symbol,NPIPP1,nuclear pore complex interacting protein pseudogene 1,HGNC:35407,14q21.1
TRAPPC6B,-0.005428468,TRAPPC6B,Approved symbol,TRAPPC6B,trafficking protein particle complex 6B,HGNC:23066,
AC135178.1,0.005424165,AC135178.1,Unmatched,AC135178.1,,,
RP11-313J2.1,0.005423026,RP11-313J2.1,Unmatched,RP11-313J2.1,,,12p13.33
ERC1,-0.005422598,ERC1,Approved symbol,ERC1,ELKS/RAB6-interacting/CAST family member 1,HGNC:17072,12q14.1
AGAP2-AS1,-0.005409685,AGAP2-AS1,Approved symbol,AGAP2-AS1,AGAP2 antisense RNA 1,HGNC:48633,
RP13-131K19.1,0.005399768,RP13-131K19.1,Unmatched,RP13-131K19.1,,,1q25.3
ARPC5,-0.005396731,ARPC5,Approved symbol,ARPC5,actin related protein 2/3 complex subunit 5,HGNC:708,11q13.4
DHCR7,-0.005396679,DHCR7,Approved symbol,DHCR7,7-dehydrocholesterol reductase,HGNC:2860,3q26.2
LRRIQ4,-0.005373616,LRRIQ4,Approved symbol,LRRIQ4,leucine rich repeats and IQ motif containing 4,HGNC:34298,5p12
HMGCS1,-0.005351068,HMGCS1,Approved symbol,HMGCS1,3-hydroxy-3-methylglutaryl-CoA synthase 1,HGNC:5007,8p21.3
XPO7,-0.005323176,XPO7,Approved symbol,XPO7,exportin 7,HGNC:14108,5q14.3
TMEM161B-AS1,0.005322818,TMEM161B-AS1,Approved symbol,TMEM161B-AS1,TMEM161B antisense RNA 1,HGNC:43839,15q26.1
SEMA4B,-0.005301475,SEMA4B,Approved symbol,SEMA4B,semaphorin 4B,HGNC:10730,Xp11.4
MIR1587,-0.00530059,MIR1587,Approved symbol,MIR1587,microRNA 1587,HGNC:41596,11p11.2
ARHGAP1,-0.005283569,ARHGAP1,Approved symbol,ARHGAP1,Rho GTPase activating protein 1,HGNC:673,8q21.13
SNX16,-0.005268816,SNX16,Approved symbol,SNX16,sorting nexin 16,HGNC:14980,
AP001187.1,0.00525837,AP001187.1,Unmatched,AP001187.1,,,15q22.2
MYO1E,-0.005257888,MYO1E,Approved symbol,MYO1E,myosin IE,HGNC:7599,4q35.2
KLKB1,0.005255589,KLKB1,Approved symbol,KLKB1,kallikrein B1,HGNC:6371,Xq21.1
HK2P1,-0.00525433,HK2P1,Approved symbol,HK2P1,hexokinase 2 pseudogene 1,HGNC:4924,1q21.3
ADAM15,-0.005252099,ADAM15,Approved symbol,ADAM15,ADAM metallopeptidase domain 15,HGNC:193,3p21.31
KLHL18,-0.005251632,KLHL18,Approved symbol,KLHL18,kelch like family member 18,HGNC:29120,8q21.2
RALYL,0.005227824,RALYL,Approved symbol,RALYL,RALY RNA binding protein like,HGNC:27036,8q24.3
ZNF252P-AS1,0.005224269,ZNF252P-AS1,Approved symbol,ZNF252P-AS1,ZNF252P antisense RNA 1,HGNC:27821,
AC096772.6,0.005221662,AC096772.6,Unmatched,AC096772.6,,,6q22.31
HDDC2,0.005215799,HDDC2,Approved symbol,HDDC2,HD domain containing 2,HGNC:21078,6q25.3
TFB1M,-0.005212966,TFB1M,Approved symbol,TFB1M,"transcription factor B1, mitochondrial",HGNC:17037,5p15.32
ADAMTS16,-0.005194781,ADAMTS16,Approved symbol,ADAMTS16,ADAM metallopeptidase with thrombospondin type 1 motif 16,HGNC:17108,16q21
SETD6,0.005188855,SETD6,Approved symbol,SETD6,"SET domain containing 6, protein lysine methyltransferase",HGNC:26116,11q13.1
PPP2R5B,-0.005156427,PPP2R5B,Approved symbol,PPP2R5B,protein phosphatase 2 regulatory subunit B'beta,HGNC:9310,12q14.1-q14.2
PPM1H,-0.005155526,PPM1H,Approved symbol,PPM1H,"protein phosphatase, Mg2+/Mn2+ dependent 1H",HGNC:18583,2q36.3
RNY4P19,-0.00515535,RNY4P19,Approved symbol,RNY4P19,RNY4 pseudogene 19,HGNC:34069,
CTD-2575K13.6,0.005150213,CTD-2575K13.6,Unmatched,CTD-2575K13.6,,,2q36.3
TRIP12,-0.005149946,TRIP12,Approved symbol,TRIP12,thyroid hormone receptor interactor 12,HGNC:12306,17q25.3
FASN,-0.005145761,FASN,Approved symbol,FASN,fatty acid synthase,HGNC:3594,12q22
VEZT,-0.005124439,VEZT,Approved symbol,VEZT,"vezatin, adherens junctions transmembrane protein",HGNC:18258,3q22.3
NCK1,-0.00512029,NCK1,Approved symbol,NCK1,NCK adaptor protein 1,HGNC:7664,7q21.13
CLDN12,-0.005116668,CLDN12,Approved symbol,CLDN12,claudin 12,HGNC:2034,Xq22.3
ATG4A,-0.00511225,ATG4A,Approved symbol,ATG4A,autophagy related 4A cysteine peptidase,HGNC:16489,6p22.2
HMGN4,-0.005103862,HMGN4,Approved symbol,HMGN4,high mobility group nucleosomal binding domain 4,HGNC:4989,22q11.21
DGCR11,-0.00509446,DGCR11,Approved symbol,DGCR11,DiGeorge syndrome critical region gene 11,HGNC:17226,10q23.33
EXOC6,-0.005074566,EXOC6,Approved symbol,EXOC6,exocyst complex component 6,HGNC:23196,1q42.2
TRIM67,0.005055205,TRIM67,Approved symbol,TRIM67,tripartite motif containing 67,HGNC:31859,
AC024592.9,-0.005053334,AC024592.9,Unmatched,AC024592.9,,,7q22.1
TRIM56,-0.005046531,TRIM56,Approved symbol,TRIM56,tripartite motif containing 56,HGNC:19028,3q25.1
SERP1,-0.005044006,SERP1,Approved symbol,SERP1,stress associated endoplasmic reticulum protein 1,HGNC:10759,2q37.3
LRRFIP1,-0.00503344,LRRFIP1,Approved symbol,LRRFIP1,LRR binding FLII interacting protein 1,HGNC:6702,
RP11-503C24.6,0.005027746,RP11-503C24.6,Unmatched,RP11-503C24.6,,,22q13.1
MICALL1,-0.005024608,MICALL1,Approved symbol,MICALL1,MICAL like 1,HGNC:29804,19q13.42
NLRP9,-0.005020219,NLRP9,Approved symbol,NLRP9,NLR family pyrin domain containing 9,HGNC:22941,8q21.13
PI15,-0.005015806,PI15,Approved symbol,PI15,peptidase inhibitor 15,HGNC:8946,19p13.2
ZNF700,0.004996735,ZNF700,Approved symbol,ZNF700,zinc finger protein 700,HGNC:25292,17p13.3
FAM57A,-0.004987914,FAM57A,Previous symbol,TLCD3A,TLC domain containing 3A,HGNC:29646,15q21.3
ALDH1A2,-0.004986499,ALDH1A2,Approved symbol,ALDH1A2,aldehyde dehydrogenase 1 family member A2,HGNC:15472,2q31.1
DHRS9,-0.004945553,DHRS9,Approved symbol,DHRS9,dehydrogenase/reductase 9,HGNC:16888,Xp11.22
MAGED1,-0.004944576,MAGED1,Approved symbol,MAGED1,MAGE family member D1,HGNC:6813,17p11.2
NT5M,0.004943532,NT5M,Approved symbol,NT5M,"5',3'-nucleotidase, mitochondrial",HGNC:15769,4q21.23
COQ2,-0.00493973,COQ2,Approved symbol,COQ2,"coenzyme Q2, polyprenyltransferase",HGNC:25223,
KB-1460A1.5,0.004917822,KB-1460A1.5,Unmatched,KB-1460A1.5,,,11q12.1
GIF,-0.004912579,GIF,Previous symbol,CBLIF,cobalamin binding intrinsic factor,HGNC:4268,2q31.1
ITGA6,-0.004911411,ITGA6,Approved symbol,ITGA6,integrin subunit alpha 6,HGNC:6142,
RP11-93B14.5,-0.004879076,RP11-93B14.5,Unmatched,RP11-93B14.5,,,2q11.2
TXNDC9,-0.004878003,TXNDC9,Approved symbol,TXNDC9,thioredoxin domain containing 9,HGNC:24110,
AC105344.2,-0.004870802,AC105344.2,Unmatched,AC105344.2,,,
CTD-2517O10.6,0.004863884,CTD-2517O10.6,Unmatched,CTD-2517O10.6,,,17q25.1
TMEM104,-0.004851353,TMEM104,Approved symbol,TMEM104,transmembrane protein 104,HGNC:25984,11q22.3
ZC3H12C,-0.004842061,ZC3H12C,Approved symbol,ZC3H12C,zinc finger CCCH-type containing 12C,HGNC:29362,
AC125421.1,-0.004841147,AC125421.1,Unmatched,AC125421.1,,,5q31.3
IGIP,0.004840904,IGIP,Approved symbol,IGIP,IgA inducing protein,HGNC:33847,
AC007036.6,-0.004808484,AC007036.6,Unmatched,AC007036.6,,,
AC068587.2,0.004806249,AC068587.2,Unmatched,AC068587.2,,,19q13.12
ZFP14,0.004804912,ZFP14,Approved symbol,ZFP14,ZFP14 zinc finger protein,HGNC:29312,9q34.11
PPP2R4,-0.004777984,PPP2R4,Previous symbol,PTPA,protein phosphatase 2 phosphatase activator,HGNC:9308,
RP11-439E19.9,0.00476322,RP11-439E19.9,Unmatched,RP11-439E19.9,,,7p14.3
RP9,0.00475046,RP9,Approved symbol,RP9,RP9 pre-mRNA splicing factor,HGNC:10288,2p23.2
PLB1,0.004749427,PLB1,Approved symbol,PLB1,phospholipase B1,HGNC:30041,14q32.12
TC2N,-0.00474553,TC2N,Approved symbol,TC2N,"tandem C2 domains, nuclear",HGNC:19859,
RP11-770J1.3,0.004723672,RP11-770J1.3,Unmatched,RP11-770J1.3,,,15q21.1-q21.2
GALK2,-0.0046909,GALK2,Approved symbol,GALK2,galactokinase 2,HGNC:4119,
GS1-122H1.2,-0.0046906,GS1-122H1.2,Unmatched,GS1-122H1.2,,,3p21.31
RHOA,-0.004685151,RHOA,Approved symbol,RHOA,ras homolog family member A,HGNC:667,13q14.13
TPT1-AS1,0.00466988,TPT1-AS1,Approved symbol,TPT1-AS1,TPT1 antisense RNA 1,HGNC:43686,6p21.33
GPANK1,0.00466276,GPANK1,Approved symbol,GPANK1,G-patch domain and ankyrin repeats 1,HGNC:13920,9p13.3
FAM214B,-0.004632637,FAM214B,Approved symbol,FAM214B,family with sequence similarity 214 member B,HGNC:25666,Xp11.3
UBA1,-0.004606205,UBA1,Approved symbol,UBA1,ubiquitin like modifier activating enzyme 1,HGNC:12469,6q14.3
TBX18,-0.004602432,TBX18,Approved symbol,TBX18,T-box transcription factor 18,HGNC:11595,9q21.33
ZCCHC6,-0.004600329,ZCCHC6,Previous symbol,TUT7,terminal uridylyl transferase 7,HGNC:25817,10q21.3
HERC4,-0.004587932,HERC4,Approved symbol,HERC4,HECT and RLD domain containing E3 ubiquitin protein ligase 4,HGNC:24521,13q34
PROZ,-0.004580151,PROZ,Approved symbol,PROZ,"protein Z, vitamin K dependent plasma glycoprotein",HGNC:9460,5q15
PCSK1,-0.004550698,PCSK1,Approved symbol,PCSK1,proprotein convertase subtilisin/kexin type 1,HGNC:8743,3q28
LEPREL1,-0.004519628,LEPREL1,Previous symbol,P3H2,prolyl 3-hydroxylase 2,HGNC:19317,5q33.2
GALNT10,-0.004507327,GALNT10,Approved symbol,GALNT10,polypeptide N-acetylgalactosaminyltransferase 10,HGNC:19873,3q29
LMLN,-0.004495917,LMLN,Approved symbol,LMLN,leishmanolysin like peptidase,HGNC:15991,17q24.2
PSMD12,-0.004485302,PSMD12,Approved symbol,PSMD12,"proteasome 26S subunit, non-ATPase 12",HGNC:9557,1q24.2
TBX19,0.004459522,TBX19,Approved symbol,TBX19,T-box transcription factor 19,HGNC:11596,18q12.2
CELF4,0.004453008,CELF4,Approved symbol,CELF4,CUGBP Elav-like family member 4,HGNC:14015,
RP11-188P20.3,0.00440123,RP11-188P20.3,Unmatched,RP11-188P20.3,,,17q25.3
TBC1D16,-0.004324271,TBC1D16,Approved symbol,TBC1D16,TBC1 domain family member 16,HGNC:28356,16q23.1
KARS,-0.004316543,KARS,Previous symbol,KARS1,lysyl-tRNA synthetase 1,HGNC:6215,14q22.2
GCH1,-0.004305629,GCH1,Approved symbol,GCH1,GTP cyclohydrolase 1,HGNC:4193,
RP6-149D17.1,0.004294247,RP6-149D17.1,Unmatched,RP6-149D17.1,,,1p33
AGBL4,-0.004280195,AGBL4,Approved symbol,AGBL4,ATP/GTP binding protein like 4,HGNC:25892,Xp22.33 and Yp11.32
PLCXD1,-0.004274816,PLCXD1,Approved symbol,PLCXD1,phosphatidylinositol specific phospholipase C X domain containing 1,HGNC:23148,6q16.3
GRIK2,0.004268476,GRIK2,Approved symbol,GRIK2,glutamate ionotropic receptor kainate type subunit 2,HGNC:4580,19q13.2
PIH1D2,-0.004268358,PIH1D2,Approved symbol,PIH1D2,PIH1 domain containing 2,HGNC:25210,3p22.1
CTNNB1,-0.004266489,CTNNB1,Approved symbol,CTNNB1,catenin beta 1,HGNC:2514,21q22.3
LSS,-0.004261311,LSS,Approved symbol,LSS,lanosterol synthase,HGNC:6708,1p13.3
GSTM3,0.004238262,GSTM3,Approved symbol,GSTM3,glutathione S-transferase mu 3,HGNC:4635,
RP11-395I6.3,0.004215637,RP11-395I6.3,Unmatched,RP11-395I6.3,,,22q13.2
MPPED1,0.004205767,MPPED1,Approved symbol,MPPED1,metallophosphoesterase domain containing 1,HGNC:1306,5p15.2
DAP,-0.004203981,DAP,Approved symbol,DAP,death associated protein,HGNC:2672,10q22.2
ECD,-0.004198585,ECD,Approved symbol,ECD,ecdysoneless cell cycle regulator,HGNC:17029,1p12
SEC22B,-0.004193278,SEC22B,Approved symbol,SEC22B,"SEC22 homolog B, vesicle trafficking protein",HGNC:10700,10p12
CACNB2,0.004158615,CACNB2,Approved symbol,CACNB2,calcium voltage-gated channel auxiliary subunit beta 2,HGNC:1402,Xp22.2
PIGA,-0.004142573,PIGA,Approved symbol,PIGA,phosphatidylinositol glycan anchor biosynthesis class A,HGNC:8957,1p35.1
TLR12P,0.004131212,TLR12P,Approved symbol,TLR12P,"toll like receptor 12, pseudogene",HGNC:31754,9q34.11
HMCN2,-0.004122132,HMCN2,Approved symbol,HMCN2,hemicentin 2,HGNC:21293,5q33.1
ZNF300P1,0.004119511,ZNF300P1,Approved symbol,ZNF300P1,zinc finger protein 300 pseudogene 1,HGNC:27032,7p14.3
CCDC129,-0.004112908,CCDC129,Previous symbol,ITPRID1,ITPR interacting domain containing 1,HGNC:27363,10q11.23-q21.1
PRKG1,-0.004077362,PRKG1,Approved symbol,PRKG1,protein kinase cGMP-dependent 1,HGNC:9414,7q21.12
ADAM22,0.004036953,ADAM22,Approved symbol,ADAM22,ADAM metallopeptidase domain 22,HGNC:201,10q25.3
TDRD1,-0.004034293,TDRD1,Approved symbol,TDRD1,tudor domain containing 1,HGNC:11712,10p15.1
GDI2,-0.004034226,GDI2,Approved symbol,GDI2,GDP dissociation inhibitor 2,HGNC:4227,21q22.3
HSF2BP,-0.004020847,HSF2BP,Approved symbol,HSF2BP,heat shock transcription factor 2 binding protein,HGNC:5226,5q31.3
YIPF5,-0.004000625,YIPF5,Approved symbol,YIPF5,Yip1 domain family member 5,HGNC:24877,
RP11-351I21.11,0.003995616,RP11-351I21.11,Unmatched,RP11-351I21.11,,,7p21.1
AGR2,-0.003995321,AGR2,Approved symbol,AGR2,"anterior gradient 2, protein disulphide isomerase family member",HGNC:328,7q36.1
CHPF2,-0.003995136,CHPF2,Approved symbol,CHPF2,chondroitin polymerizing factor 2,HGNC:29270,11p15.4
TRIM66,0.003978965,TRIM66,Approved symbol,TRIM66,tripartite motif containing 66,HGNC:29005,12q24.31
DYNLL1-AS1,-0.003948104,DYNLL1-AS1,Previous symbol,NRAV,negative regulator of antiviral response,HGNC:48588,7q11.23
VPS37D,0.003930729,VPS37D,Approved symbol,VPS37D,VPS37D subunit of ESCRT-I,HGNC:18287,1q24.2
BLZF1,-0.003927054,BLZF1,Approved symbol,BLZF1,basic leucine zipper nuclear factor 1,HGNC:1065,
RP5-1112D6.7,0.003916853,RP5-1112D6.7,Unmatched,RP5-1112D6.7,,,10q22.1
HK1,-0.003901539,HK1,Approved symbol,HK1,hexokinase 1,HGNC:4922,11q23.3
TREH,0.003901444,TREH,Approved symbol,TREH,trehalase,HGNC:12266,
RP11-466H18.1,0.003891906,RP11-466H18.1,Unmatched,RP11-466H18.1,,,14q32.2
GSKIP,-0.00388623,GSKIP,Approved symbol,GSKIP,GSK3B interacting protein,HGNC:20343,4p15.32
FGFBP1,-0.003883793,FGFBP1,Approved symbol,FGFBP1,fibroblast growth factor binding protein 1,HGNC:19695,1q22
SLC50A1,-0.003860507,SLC50A1,Approved symbol,SLC50A1,solute carrier family 50 member 1,HGNC:30657,17q11.2
PSMD11,-0.003856436,PSMD11,Approved symbol,PSMD11,"proteasome 26S subunit, non-ATPase 11",HGNC:9556,1q44
TRIM58,-0.003854944,TRIM58,Approved symbol,TRIM58,tripartite motif containing 58,HGNC:24150,2q37.3
HDLBP,-0.003848653,HDLBP,Approved symbol,HDLBP,high density lipoprotein binding protein,HGNC:4857,13q14.11
CYCSP34,0.003829787,CYCSP34,Approved symbol,CYCSP34,CYCS pseudogene 34,HGNC:24408,
RP11-97O12.6,0.003817517,RP11-97O12.6,Unmatched,RP11-97O12.6,,,13q22.2
LMO7,-0.003810376,LMO7,Approved symbol,LMO7,LIM domain 7,HGNC:6646,9p21.3
FOCAD,-0.003809248,FOCAD,Approved symbol,FOCAD,focadhesin,HGNC:23377,21q22.3
TFF2,-0.003756278,TFF2,Approved symbol,TFF2,trefoil factor 2,HGNC:11756,4q31.21
MMAA,-0.003749154,MMAA,Approved symbol,MMAA,metabolism of cobalamin associated A,HGNC:18871,Xp22.2
GRPR,-0.00373997,GRPR,Approved symbol,GRPR,gastrin releasing peptide receptor,HGNC:4609,17q11.2
ALDOC,0.003734853,ALDOC,Approved symbol,ALDOC,"aldolase, fructose-bisphosphate C",HGNC:418,
AC144521.1,0.003704905,AC144521.1,Unmatched,AC144521.1,,,
AP001610.9,-0.003702042,AP001610.9,Unmatched,AP001610.9,,,2p13.2
RAB11FIP5,-0.003686253,RAB11FIP5,Approved symbol,RAB11FIP5,RAB11 family interacting protein 5,HGNC:24845,12q24.31
TMED2,-0.003673613,TMED2,Approved symbol,TMED2,transmembrane p24 trafficking protein 2,HGNC:16996,10q23.33
FRA10AC1,0.003673274,FRA10AC1,Approved symbol,FRA10AC1,FRA10A associated CGG repeat 1,HGNC:1162,
AC005083.1,0.003649169,AC005083.1,Unmatched,AC005083.1,,,7q21.3-q22.1
BAIAP2L1,-0.00364902,BAIAP2L1,Approved symbol,BAIAP2L1,BAR/IMD domain containing adaptor protein 2 like 1,HGNC:21649,2p12
HK2,-0.003638748,HK2,Approved symbol,HK2,hexokinase 2,HGNC:4923,
RP11-1157N2__B.2,-0.003631886,RP11-1157N2__B.2,Unmatched,RP11-1157N2__B.2,,,19q13.42
EPS8L1,-0.003616545,EPS8L1,Approved symbol,EPS8L1,EPS8 like 1,HGNC:21295,9q34.13
CEL,0.003607233,CEL,Approved symbol,CEL,carboxyl ester lipase,HGNC:1848,19q13.33
FUT2,-0.003601332,FUT2,Approved symbol,FUT2,fucosyltransferase 2,HGNC:4013,1p22.2
LRRC8B,-0.00359166,LRRC8B,Approved symbol,LRRC8B,leucine rich repeat containing 8 VRAC subunit B,HGNC:30692,
RP11-459I19.1,0.003539748,RP11-459I19.1,Unmatched,RP11-459I19.1,,,1p36.13
CAPZB,-0.00353699,CAPZB,Approved symbol,CAPZB,capping actin protein of muscle Z-line subunit beta,HGNC:1491,
RP11-127B20.2,0.003522926,RP11-127B20.2,Unmatched,RP11-127B20.2,,,
RP11-519G16.5,-0.003496953,RP11-519G16.5,Unmatched,RP11-519G16.5,,,9p21.1
B4GALT1,-0.00349257,B4GALT1,Approved symbol,B4GALT1,"beta-1,4-galactosyltransferase 1",HGNC:924,7p14.3
WIPF3,-0.00346016,WIPF3,Approved symbol,WIPF3,WAS/WASL interacting protein family member 3,HGNC:22004,3q12.2
TFG,-0.003454642,TFG,Approved symbol,TFG,trafficking from ER to golgi regulator,HGNC:11758,6p24.3
TFAP2A,-0.003435843,TFAP2A,Approved symbol,TFAP2A,transcription factor AP-2 alpha,HGNC:11742,10q26.11
BAG3,-0.003420332,BAG3,Approved symbol,BAG3,BAG cochaperone 3,HGNC:939,2p23.3
ZNF512,0.003408048,ZNF512,Approved symbol,ZNF512,zinc finger protein 512,HGNC:29380,9q31.1
ERP44,-0.003401807,ERP44,Approved symbol,ERP44,endoplasmic reticulum protein 44,HGNC:18311,
RP11-109J4.1,-0.003396399,RP11-109J4.1,Unmatched,RP11-109J4.1,,,7q22.1
SMURF1,-0.003387066,SMURF1,Approved symbol,SMURF1,SMAD specific E3 ubiquitin protein ligase 1,HGNC:16807,
RP11-675F6.4,0.00337253,RP11-675F6.4,Unmatched,RP11-675F6.4,,,4p16.1
ALG1L3P,-0.003360233,ALG1L3P,Approved symbol,ALG1L3P,"ALG1 like 3, pseudogene",HGNC:44372,1p34.2
SLC2A1,-0.003358301,SLC2A1,Approved symbol,SLC2A1,solute carrier family 2 member 1,HGNC:11005,
RP11-100L22.1,0.003343932,RP11-100L22.1,Unmatched,RP11-100L22.1,,,15q23
CORO2B,0.003340141,CORO2B,Approved symbol,CORO2B,coronin 2B,HGNC:2256,3q23
SLC25A36,0.003319235,SLC25A36,Approved symbol,SLC25A36,solute carrier family 25 member 36,HGNC:25554,17p11.2
ZNF286B,0.003306606,ZNF286B,Approved symbol,ZNF286B,zinc finger protein 286B (pseudogene),HGNC:33241,19q13.43
ZNF667-AS1,0.003288196,ZNF667-AS1,Approved symbol,ZNF667-AS1,ZNF667 antisense RNA 1 (head to head),HGNC:44321,12p12.3
STRAP,-0.003268961,STRAP,Approved symbol,STRAP,serine/threonine kinase receptor associated protein,HGNC:30796,11q21
GPR83,0.003265245,GPR83,Approved symbol,GPR83,G protein-coupled receptor 83,HGNC:4523,21q21.1
RPL39P40,0.003258947,RPL39P40,Approved symbol,RPL39P40,ribosomal protein L39 pseudogene 40,HGNC:35823,3q27.1
PSMD2,-0.003252388,PSMD2,Approved symbol,PSMD2,"proteasome 26S subunit, non-ATPase 2",HGNC:9559,15q15.1
SRP14-AS1,0.003215337,SRP14-AS1,Approved symbol,SRP14-AS1,SRP14 antisense RNA1 (head to head),HGNC:48619,
AC091167.3,-0.003210837,AC091167.3,Unmatched,AC091167.3,,,4q21.22
PLAC8,-0.003176627,PLAC8,Approved symbol,PLAC8,placenta associated 8,HGNC:19254,2q32.2
SLC40A1,-0.003171135,SLC40A1,Approved symbol,SLC40A1,solute carrier family 40 member 1,HGNC:10909,Xp22.33
GYG2,-0.003169156,GYG2,Approved symbol,GYG2,glycogenin 2,HGNC:4700,4q21.21
FGF5,-0.00316799,FGF5,Approved symbol,FGF5,fibroblast growth factor 5,HGNC:3683,17q21.33
LRRC59,-0.003162904,LRRC59,Approved symbol,LRRC59,leucine rich repeat containing 59,HGNC:28817,11q23.1
IL18,-0.003118896,IL18,Approved symbol,IL18,interleukin 18,HGNC:5986,5q13.3
CRHBP,0.003095553,CRHBP,Approved symbol,CRHBP,corticotropin releasing hormone binding protein,HGNC:2356,13q34
